# QGIS Generated Color Map Export File
INTERPOLATION:INTERPOLATED
0,0,0,0,255,"non"
1,253,191,111,255,"ann_agr"
2,253,191,111,255,"ann_agr"
3,253,191,111,255,"ann_agr"
4,253,191,111,255,"ann_agr"
5,253,191,111,255,"ann_agr"
6,253,191,111,255,"ann_agr"
7,0,0,0,0,NA
8,0,0,0,0,NA
9,0,0,0,0,NA
10,253,191,111,255,"ann_agr"
11,253,191,111,255,"ann_agr"
12,253,191,111,255,"ann_agr"
13,253,191,111,255,"ann_agr"
14,253,191,111,255,"ann_agr"
15,0,0,0,0,NA
16,0,0,0,0,NA
17,0,0,0,0,NA
18,0,0,0,0,NA
19,0,0,0,0,NA
20,0,0,0,0,NA
21,253,191,111,255,"ann_agr"
22,253,191,111,255,"ann_agr"
23,253,191,111,255,"ann_agr"
24,253,191,111,255,"ann_agr"
25,253,191,111,255,"ann_agr"
26,253,191,111,255,"ann_agr"
27,253,191,111,255,"ann_agr"
28,253,191,111,255,"ann_agr"
29,253,191,111,255,"ann_agr"
30,253,191,111,255,"ann_agr"
31,253,191,111,255,"ann_agr"
32,253,191,111,255,"ann_agr"
33,253,191,111,255,"ann_agr"
34,253,191,111,255,"ann_agr"
35,253,191,111,255,"ann_agr"
36,178,223,138,255,"prn_agr"
37,178,223,138,255,"prn_agr"
38,253,191,111,255,"ann_agr"
39,253,191,111,255,"ann_agr"
40,0,0,0,0,NA
41,253,191,111,255,"ann_agr"
42,253,191,111,255,"ann_agr"
43,253,191,111,255,"ann_agr"
44,253,191,111,255,"ann_agr"
45,253,191,111,255,"ann_agr"
46,253,191,111,255,"ann_agr"
47,253,191,111,255,"ann_agr"
48,253,191,111,255,"ann_agr"
49,253,191,111,255,"ann_agr"
50,253,191,111,255,"ann_agr"
51,253,191,111,255,"ann_agr"
52,253,191,111,255,"ann_agr"
53,253,191,111,255,"ann_agr"
54,253,191,111,255,"ann_agr"
55,178,223,138,255,"prn_agr"
56,178,223,138,255,"prn_agr"
57,253,191,111,255,"ann_agr"
58,178,223,138,255,"prn_agr"
59,178,223,138,255,"prn_agr"
60,178,223,138,255,"prn_agr"
61,178,223,138,255,"prn_agr"
62,0,0,0,0,NA
63,51,160,44,255,"ntr"
64,51,160,44,255,"ntr"
65,0,0,0,255,"non"
66,178,223,138,255,"prn_agr"
67,178,223,138,255,"prn_agr"
68,178,223,138,255,"prn_agr"
69,178,223,138,255,"prn_agr"
70,178,223,138,255,"prn_agr"
71,178,223,138,255,"prn_agr"
72,178,223,138,255,"prn_agr"
73,0,0,0,0,NA
74,178,223,138,255,"prn_agr"
