"huc12","CDL_name","areasqkm","pixel.coverage","percent.coverage"
"010700060102","Grass/Pasture",91.07,2929.89128507685,2.89546739493704
"010801030206","Grass/Pasture",85.73,2452.22966738837,2.57436918307423
"010801060305","Grass/Pasture",91.38,3697.16465698946,3.64133091627327
"010802010608","Grass/Pasture",94.09,2167.62618133891,2.07340159762464
"011000050501","Grass/Pasture",89.2,15841.354453429,15.9834293812624
"020200030803","Grass/Pasture",68.44,3603.4926289016,4.73866651959591
"020200040103","Grass/Pasture",81.94,7259.85248787939,7.97396538820045
"020200040201","Grass/Pasture",76.03,12333.7335929665,14.5999740019333
"020200040202","Grass/Pasture",71.95,9283.95017365242,11.6130023019975
"020200040203","Grass/Pasture",67.58,10499.3710218028,13.9825894045909
"020200040308","Grass/Pasture",91.98,14602.611130624,14.288269208047
"020200040902","Grass/Pasture",67.74,13394.3793501441,17.7958981622818
"020200040903","Grass/Pasture",91.22,23976.629848865,23.6559601666066
"020200050403","Grass/Pasture",88.82,5003.81122783955,5.07028834165233
"020200050405","Grass/Pasture",86.16,9368.49684089435,9.78603430455538
"020200061002","Grass/Pasture",82.63,5812.68953467687,6.33113951495726
"020501010302","Grass/Pasture",85.6,12321.2794992122,12.9546162959007
"020501010902","Grass/Pasture",63.57,8742.94410879887,12.3779293659257
"020501020202","Grass/Pasture",90.22,11157.9541537666,11.1307456643648
"020501050101","Grass/Pasture",92.35,7964.34969614505,7.7616835154635
"020501070503","Grass/Pasture",79.7,11947.3554111194,13.491367465505
"020501070504","Grass/Pasture",84.38,12883.0452753202,13.7411006728943
"020501070601","Grass/Pasture",71,10317.2848255109,13.0782483703659
"020501070901","Grass/Pasture",94.54,6934.07883671916,6.60109049402078
"020502010102","Grass/Pasture",93.63,12104.8794810005,11.6355778413975
"020502060701","Grass/Pasture",88.98,10663.0382068423,10.7852712813644
"020503010502","Grass/Pasture",78.2,10125.4907555025,11.6533781073558
"020503010602","Grass/Pasture",74.38,9115.05237018108,11.0292378773366
"020503011004","Grass/Pasture",83.62,11696.6983233268,12.5891275902824
"020503030403","Grass/Pasture",71.83,9574.41787155507,11.996347047751
"020503030701","Grass/Pasture",73.3,7506.23010228854,9.216380753151
"020503040202","Grass/Pasture",66.74,8392.65858043584,11.3176396799405
"020503040901","Grass/Pasture",66.19,7645.74845264909,10.3960924722529
"020600020405","Grass/Pasture",92.16,2686.81291420222,2.62384073652561
"020600060101","Grass/Pasture",90.97,21898.6566073679,21.6651543878544
"020700010504","Grass/Pasture",85.37,4746.91250383629,5.00435897089453
"020700010505","Grass/Pasture",69.17,4950.28826505915,6.44102853629208
